VIN,"Stock Number",New/Used,MSRP,Year,Make,Model,"Body Style",Series,"Exterior Colour","Interior Colour",Trim,"Engine Size","Cylinder Count","Door Count","Drive configuration","Additional Options","Current Miles","Date Added to Inventory",Status,"Fuel Type","Vehicle Location","Certified Pre-owned",Price,"Transmission Description","Internet Description","Vehicle Class","Main Photo","Main Photo Last Modified Date","Extra Photos","Extra Photo Last Modified Date"
1FTEW1E89FFC09820,E2024,Used,23988,2015,Ford,F-150,truck,,white,cloth,XLT,3.5l,6,"4 Dr",4WD,"2-year free oil changes included on all our certified vehicles",157555,08/14/2019,"In Stock","regular unleaded",Southdale,TRUE,23988,Automatic,"Looking to Purchase or Finance a Ford F-150 or just a Ford Truck? We carry 100's of handpicked vehicles and have multiple Ford Trucks in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Ford F-150s or  similar Trucks. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW FORD F-150! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW FORD F-150 INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Ford F-150 has Empire Auto Group's Seal of Approval. * This Ford F-150 looks sharp in white. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",truck,https://empireautolondon.com/inventory/E2024/01.jpg,"06/07/2020 11:59:02",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2024/02.jpg;https://empireautolondon.com/inventory/E2024/03.jpg;https://empireautolondon.com/inventory/E2024/04.jpg;https://empireautolondon.com/inventory/E2024/05.jpg;https://empireautolondon.com/inventory/E2024/06.jpg;https://empireautolondon.com/inventory/E2024/07.jpg;https://empireautolondon.com/inventory/E2024/08.jpg;https://empireautolondon.com/inventory/E2024/09.jpg;https://empireautolondon.com/inventory/E2024/10.jpg;https://empireautolondon.com/inventory/E2024/11.jpg;https://empireautolondon.com/inventory/E2024/12.jpg;https://empireautolondon.com/inventory/E2024/13.jpg;https://empireautolondon.com/inventory/E2024/14.jpg;https://empireautolondon.com/inventory/E2024/15.jpg;https://empireautolondon.com/inventory/E2024/16.jpg;https://empireautolondon.com/inventory/E2024/17.jpg;https://empireautolondon.com/inventory/E2024/18.jpg;https://empireautolondon.com/inventory/E2024/19.jpg;https://empireautolondon.com/inventory/E2024/20.jpg;https://empireautolondon.com/inventory/E2024/21.jpg;https://empireautolondon.com/inventory/E2024/22.jpg;https://empireautolondon.com/inventory/E2024/23.jpg,"06/07/2020 10:45:58;06/07/2020 11:59:03;06/07/2020 11:59:02;06/07/2020 11:59:03;06/07/2020 11:59:03;06/07/2020 11:59:03;06/07/2020 11:59:03;06/07/2020 11:59:03;06/07/2020 11:59:04;06/07/2020 11:59:04;06/07/2020 11:59:04;06/07/2020 11:59:04;06/07/2020 11:59:04;06/07/2020 11:59:04;06/07/2020 11:59:04;06/07/2020 11:59:05;06/07/2020 11:59:05;06/07/2020 11:59:05;06/07/2020 11:59:05;06/07/2020 11:59:05;06/07/2020 11:59:05;06/07/2020 11:59:05;06/07/2020 11:59:06"
KNAFX4A81E5169856,E2907,Used,0,2014,Kia,Forte,sedan,,white,other,EX,2.0l,4,4Dr,FWD,"2-YEARS FREE OIL CHANGED INCLUDED ON ALL OUR CERTIFIED VEHICLES",241445,08/27/2020,"In Stock","regular- unleaded",Dundas,TRUE,0,Automatic,"Looking to Purchase or Finance a Kia Forte or just a Kia Sedan? We carry 100's of handpicked vehicles and have multiple Kia Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Kia Fortes or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW KIA FORTE! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW KIA FORTE INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Kia Forte has Empire Auto Group's Seal of Approval. * This Kia Forte looks sharp in white. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/default.jpg,"06/07/2020 10:45:58",https://empireautolondon.com/inventory/tile2.jpg,"06/07/2020 10:45:58"
2GKFLWEK6E6169876,E2905,Used,13988,2014,Gmc,Terrain,suv,,grey,cloth,SLE,2.4l,4,"4 Dr",AWD,,148421,08/26/2020,"In Stock","regular unleaded",Dundas,TRUE,13988,Automatic,"Looking to Purchase or Finance a Gmc Terrain or just a Gmc Suv? We carry 100's of handpicked vehicles and have multiple Gmc Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Gmc Terrains or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW GMC TERRAIN! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW GMC TERRAIN INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Gmc Terrain has Empire Auto Group's Seal of Approval. * This Gmc Terrain looks sharp in grey. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/default.jpg,"06/07/2020 10:45:58",https://empireautolondon.com/inventory/tile2.jpg,"06/07/2020 10:45:58"
1FMCU0GX1EUC78082,E2742,Used,8988,2014,Ford,Escape,suv,,red,cloth,SE,1.6l,4,"4 Dr",FWD,"2-year free oil changes included on all our certified vehicles",175154,06/24/2020,"In Stock","regular unleaded",Dundas,TRUE,8988,Automatic,"Looking to Purchase or Finance a Ford Escape or just a Ford Suv? We carry 100's of handpicked vehicles and have multiple Ford Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Ford Escapes or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW FORD ESCAPE! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW FORD ESCAPE INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Ford Escape has Empire Auto Group's Seal of Approval. * This Ford Escape looks sharp in red. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/E2742/01.jpg,"29/07/2020 12:53:52",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2742/02.jpg;https://empireautolondon.com/inventory/E2742/03.jpg;https://empireautolondon.com/inventory/E2742/04.jpg;https://empireautolondon.com/inventory/E2742/05.jpg;https://empireautolondon.com/inventory/E2742/06.jpg;https://empireautolondon.com/inventory/E2742/07.jpg;https://empireautolondon.com/inventory/E2742/08.jpg;https://empireautolondon.com/inventory/E2742/09.jpg;https://empireautolondon.com/inventory/E2742/10.jpg;https://empireautolondon.com/inventory/E2742/11.jpg;https://empireautolondon.com/inventory/E2742/12.jpg;https://empireautolondon.com/inventory/E2742/13.jpg;https://empireautolondon.com/inventory/E2742/14.jpg;https://empireautolondon.com/inventory/E2742/15.jpg,"06/07/2020 10:45:58;29/07/2020 12:53:52;29/07/2020 12:53:52;29/07/2020 12:53:52;29/07/2020 12:53:52;29/07/2020 12:53:52;29/07/2020 12:53:52;29/07/2020 12:53:52;29/07/2020 12:53:52;29/07/2020 12:53:52;29/07/2020 12:53:52;29/07/2020 12:53:52;29/07/2020 12:53:52;29/07/2020 12:53:52;29/07/2020 12:53:52"
KM8SNDHFXEU057019,CONS25052020,Used,16988,2014,Hyundai,"Santa Fe ",suv,,black,leather,"LIMITED+AWD+NAV+CAMERA+PANO+COOLED LEATHER+BSM+",3.3l,6,"4 Dr",AWD,"ULTIMATE PACKAGE;DOCTOR OWNED; DEALER SERVICED LOCALLY SINCE NEW; 3;3L V6; 6-Speed A/T; AWD; Sport Utility Back-Up Camera; Enhanced Climate Control; Handsfree Connectivity; Heated Seats; Leather; Memory Seating; Panoramic Roof; Power Seats ac seats and lots more",107557,05/25/2020,"In Stock","regular unleaded",Dundas,TRUE,16988,Automatic,"Looking to Purchase or Finance a Hyundai Santa Fe  or just a Hyundai Suv? We carry 100's of handpicked vehicles and have multiple Hyundai Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Hyundai Santa Fe s or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW HYUNDAI SANTA FE ! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW HYUNDAI SANTA FE  INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Hyundai Santa fe  has Empire Auto Group's Seal of Approval. * This Hyundai Santa fe  looks sharp in black. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/CONS25052020/01.jpg,"06/07/2020 10:48:58",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/CONS25052020/02.jpg;https://empireautolondon.com/inventory/CONS25052020/03.jpg;https://empireautolondon.com/inventory/CONS25052020/04.jpg;https://empireautolondon.com/inventory/CONS25052020/05.jpg;https://empireautolondon.com/inventory/CONS25052020/06.jpg;https://empireautolondon.com/inventory/CONS25052020/07.jpg;https://empireautolondon.com/inventory/CONS25052020/08.jpg;https://empireautolondon.com/inventory/CONS25052020/09.jpg;https://empireautolondon.com/inventory/CONS25052020/10.jpg;https://empireautolondon.com/inventory/CONS25052020/11.jpg;https://empireautolondon.com/inventory/CONS25052020/12.jpg;https://empireautolondon.com/inventory/CONS25052020/13.jpg;https://empireautolondon.com/inventory/CONS25052020/14.jpg;https://empireautolondon.com/inventory/CONS25052020/15.jpg;https://empireautolondon.com/inventory/CONS25052020/16.jpg;https://empireautolondon.com/inventory/CONS25052020/17.jpg;https://empireautolondon.com/inventory/CONS25052020/18.jpg;https://empireautolondon.com/inventory/CONS25052020/19.jpg;https://empireautolondon.com/inventory/CONS25052020/20.jpg,"06/07/2020 10:45:58;06/07/2020 10:48:58;06/07/2020 10:48:59;06/07/2020 10:48:59;06/07/2020 10:48:59;06/07/2020 10:48:59;06/07/2020 10:48:59;06/07/2020 10:49:00;06/07/2020 10:49:00;06/07/2020 10:49:00;06/07/2020 10:49:00;06/07/2020 10:49:00;06/07/2020 10:49:00;06/07/2020 10:49:01;06/07/2020 10:49:01;06/07/2020 10:49:01;06/07/2020 10:49:01;06/07/2020 10:49:02;06/07/2020 10:49:01;06/07/2020 10:49:01"
WAUW2CFC7EN145941,CONS05252020,Used,40738,2014,Audi,S7,hatchback,,black,leather,PREMIUM,4.0l,8,"4 Dr",AWD,,80000,05/25/2020,"In Stock","regular unleaded",Dundas,TRUE,40738,Automatic,"Looking to Purchase or Finance a Audi S7 or just a Audi Hatchback? We carry 100's of handpicked vehicles and have multiple Audi Hatchbacks in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Audi S7s or  similar Hatchbacks. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW AUDI S7! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW AUDI S7 INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Audi S7 has Empire Auto Group's Seal of Approval. * This Audi S7 looks sharp in black. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",hatchback,https://empireautolondon.com/inventory/CONS05252020/01.jpg,"06/07/2020 10:47:15",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/CONS05252020/02.jpg;https://empireautolondon.com/inventory/CONS05252020/02.jpg1591972938.jpg;https://empireautolondon.com/inventory/CONS05252020/03.jpg;https://empireautolondon.com/inventory/CONS05252020/03.jpg1591972938.jpg;https://empireautolondon.com/inventory/CONS05252020/04.jpg;https://empireautolondon.com/inventory/CONS05252020/05.jpg;https://empireautolondon.com/inventory/CONS05252020/06.jpg;https://empireautolondon.com/inventory/CONS05252020/07.jpg;https://empireautolondon.com/inventory/CONS05252020/08.jpg;https://empireautolondon.com/inventory/CONS05252020/09.jpg;https://empireautolondon.com/inventory/CONS05252020/10.jpg;https://empireautolondon.com/inventory/CONS05252020/11.jpg;https://empireautolondon.com/inventory/CONS05252020/12.jpg;https://empireautolondon.com/inventory/CONS05252020/13.jpg;https://empireautolondon.com/inventory/CONS05252020/14.jpg;https://empireautolondon.com/inventory/CONS05252020/15.jpg;https://empireautolondon.com/inventory/CONS05252020/16.jpg;https://empireautolondon.com/inventory/CONS05252020/17.jpg;https://empireautolondon.com/inventory/CONS05252020/18.jpg,"06/07/2020 10:45:58;06/07/2020 10:47:15;06/07/2020 10:47:16;06/07/2020 10:47:15;06/07/2020 10:47:16;06/07/2020 10:47:16;06/07/2020 10:47:16;06/07/2020 10:47:17;06/07/2020 10:47:17;06/07/2020 10:47:17;06/07/2020 10:47:17;06/07/2020 10:47:17;06/07/2020 10:47:18;06/07/2020 10:47:18;06/07/2020 10:47:18;06/07/2020 10:47:18;06/07/2020 10:47:18;06/07/2020 10:47:18;06/07/2020 10:47:18;06/07/2020 10:47:18"
1C3CCBAB1EN229592,S4893,Used,9738,2014,Chrysler,200,sedan,,white,cloth,LX,2.4L,4,4Dr,FWD,,76580,04/02/2020,"In Stock",GASOLINE,Southdale,TRUE,9738,Automatic,"Looking to Purchase or Finance a Chrysler 200 or just a Chrysler Sedan? We carry 100's of handpicked vehicles and have multiple Chrysler Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Chrysler 200s or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW CHRYSLER 200! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW CHRYSLER 200 INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Chrysler 200 has Empire Auto Group's Seal of Approval. * This Chrysler 200 looks sharp in white. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/S4893/01.jpg,"06/07/2020 14:30:51",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/S4893/02.jpg;https://empireautolondon.com/inventory/S4893/03.jpg;https://empireautolondon.com/inventory/S4893/04.jpg;https://empireautolondon.com/inventory/S4893/05.jpg;https://empireautolondon.com/inventory/S4893/06.jpg;https://empireautolondon.com/inventory/S4893/07.jpg;https://empireautolondon.com/inventory/S4893/08.jpg;https://empireautolondon.com/inventory/S4893/09.jpg;https://empireautolondon.com/inventory/S4893/10.jpg;https://empireautolondon.com/inventory/S4893/11.jpg,"06/07/2020 10:45:58;06/07/2020 14:30:51;06/07/2020 14:30:51;06/07/2020 14:30:51;06/07/2020 14:30:51;06/07/2020 14:30:52;06/07/2020 14:30:52;06/07/2020 14:30:52;06/07/2020 14:30:52;06/07/2020 14:30:52;06/07/2020 14:30:53"
5XYZUDLB0EG125923,E2583,Used,10245,2014,Hyundai,"Santa Fe ",suv,,grey,cloth,LUXURY,2.4l,4,"4 Dr",AWD,"2;4L I4; 6-Speed A/T; AWD; Sport Utility Back-Up Camera; Enhanced Climate Control; Handsfree Connectivity; Heated Seats; Memory Seating; Parking Assist; Power Seats; Steering Wheel Audio Controls; 2 years oil changes free with every purchase;",171750,03/27/2020,"In Stock","regular unleaded",Dundas,TRUE,10245,Automatic,"Looking to Purchase or Finance a Hyundai Santa Fe  or just a Hyundai Suv? We carry 100's of handpicked vehicles and have multiple Hyundai Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Hyundai Santa Fe s or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW HYUNDAI SANTA FE ! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW HYUNDAI SANTA FE  INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Hyundai Santa fe  has Empire Auto Group's Seal of Approval. * This Hyundai Santa fe  looks sharp in grey. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/E2583/01.jpg,"06/07/2020 12:27:53",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2583/02.jpg;https://empireautolondon.com/inventory/E2583/03.jpg;https://empireautolondon.com/inventory/E2583/04.jpg;https://empireautolondon.com/inventory/E2583/05.jpg;https://empireautolondon.com/inventory/E2583/06.jpg;https://empireautolondon.com/inventory/E2583/07.jpg;https://empireautolondon.com/inventory/E2583/08.jpg;https://empireautolondon.com/inventory/E2583/09.jpg;https://empireautolondon.com/inventory/E2583/10.jpg;https://empireautolondon.com/inventory/E2583/11.jpg;https://empireautolondon.com/inventory/E2583/12.jpg,"06/07/2020 10:45:58;06/07/2020 12:27:53;06/07/2020 12:27:54;06/07/2020 12:27:54;06/07/2020 12:27:54;06/07/2020 12:27:54;06/07/2020 12:27:54;06/07/2020 12:27:54;06/07/2020 12:27:55;06/07/2020 12:27:55;06/07/2020 12:27:55;06/07/2020 12:27:55"
1G1PC5SB7E7147604,E2123,Used,7745,2014,Chevrolet,Cruze,sedan,,grey,other,"ABS BRAKES*POWER WINDOWS*POWER DOOR LOCKS*AUTOMATIC*LEATHER",1.4l,4,"4 Dr",FWD,"2-year free oil changes included on all our certified vehicles",162000,09/23/2019,"In Stock","regular unleaded",Southdale,TRUE,7745,Automatic,"Looking to Purchase or Finance a Chevrolet Cruze or just a Chevrolet Sedan? We carry 100's of handpicked vehicles and have multiple Chevrolet Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Chevrolet Cruzes or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW CHEVROLET CRUZE! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW CHEVROLET CRUZE INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Chevrolet Cruze has Empire Auto Group's Seal of Approval. * This Chevrolet Cruze looks sharp in grey. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/E2123/01.jpg,"06/07/2020 12:10:19",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2123/02.jpg;https://empireautolondon.com/inventory/E2123/03.jpg;https://empireautolondon.com/inventory/E2123/04.jpg;https://empireautolondon.com/inventory/E2123/05.jpg;https://empireautolondon.com/inventory/E2123/06.jpg;https://empireautolondon.com/inventory/E2123/07.jpg;https://empireautolondon.com/inventory/E2123/08.jpg;https://empireautolondon.com/inventory/E2123/09.jpg;https://empireautolondon.com/inventory/E2123/10.jpg;https://empireautolondon.com/inventory/E2123/11.jpg;https://empireautolondon.com/inventory/E2123/12.jpg;https://empireautolondon.com/inventory/E2123/13.jpg;https://empireautolondon.com/inventory/E2123/14.jpg;https://empireautolondon.com/inventory/E2123/15.jpg;https://empireautolondon.com/inventory/E2123/16.jpg;https://empireautolondon.com/inventory/E2123/17.jpg;https://empireautolondon.com/inventory/E2123/18.jpg;https://empireautolondon.com/inventory/E2123/19.jpg;https://empireautolondon.com/inventory/E2123/20.jpg;https://empireautolondon.com/inventory/E2123/21.jpg;https://empireautolondon.com/inventory/E2123/22.jpg;https://empireautolondon.com/inventory/E2123/23.jpg;https://empireautolondon.com/inventory/E2123/24.jpg;https://empireautolondon.com/inventory/E2123/25.jpg,"06/07/2020 10:45:58;06/07/2020 12:10:19;06/07/2020 12:10:19;06/07/2020 12:10:19;06/07/2020 12:10:19;06/07/2020 12:10:20;06/07/2020 12:10:20;06/07/2020 12:10:20;06/07/2020 12:10:20;06/07/2020 12:10:20;06/07/2020 12:10:21;06/07/2020 12:10:21;06/07/2020 12:10:21;06/07/2020 12:10:22;06/07/2020 12:10:22;06/07/2020 12:10:22;06/07/2020 12:10:22;06/07/2020 12:10:22;06/07/2020 12:10:22;06/07/2020 12:10:22;06/07/2020 12:10:22;06/07/2020 12:10:23;06/07/2020 12:10:23;06/07/2020 12:10:23;06/07/2020 12:10:23"
2C4RDGBGXER199540,E1954,Used,11738,2014,Dodge,"Grand Caravan",van,,red,other,,3.6L,6,"4 Dr",FWD,"2 year free oil changes included on all our certified vehicles",146504,07/09/2019,"In Stock","regular unleaded",Dundas,TRUE,11738,Automatic,"Looking to Purchase or Finance a Dodge Grand Caravan or just a Dodge Van? We carry 100's of handpicked vehicles and have multiple Dodge Vans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Dodge Grand Caravans or  similar Vans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW DODGE GRAND CARAVAN! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW DODGE GRAND CARAVAN INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Dodge Grand caravan has Empire Auto Group's Seal of Approval. * This Dodge Grand caravan looks sharp in red. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",van,https://empireautolondon.com/inventory/E1954/01.jpg,"06/07/2020 11:53:40",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E1954/02.jpg;https://empireautolondon.com/inventory/E1954/03.jpg;https://empireautolondon.com/inventory/E1954/04.jpg;https://empireautolondon.com/inventory/E1954/05.jpg;https://empireautolondon.com/inventory/E1954/06.jpg;https://empireautolondon.com/inventory/E1954/07.jpg;https://empireautolondon.com/inventory/E1954/08.jpg;https://empireautolondon.com/inventory/E1954/09.jpg;https://empireautolondon.com/inventory/E1954/10.jpg;https://empireautolondon.com/inventory/E1954/11.jpg;https://empireautolondon.com/inventory/E1954/12.jpg;https://empireautolondon.com/inventory/E1954/13.jpg;https://empireautolondon.com/inventory/E1954/14.jpg;https://empireautolondon.com/inventory/E1954/15.jpg;https://empireautolondon.com/inventory/E1954/16.jpg;https://empireautolondon.com/inventory/E1954/17.jpg;https://empireautolondon.com/inventory/E1954/18.jpg;https://empireautolondon.com/inventory/E1954/19.jpg,"06/07/2020 10:45:58;06/07/2020 11:53:40;06/07/2020 11:53:43;06/07/2020 11:53:44;06/07/2020 11:53:49;06/07/2020 11:53:46;06/07/2020 11:53:51;06/07/2020 11:53:54;06/07/2020 11:53:55;06/07/2020 11:53:59;06/07/2020 11:53:58;06/07/2020 11:54:03;06/07/2020 11:54:03;06/07/2020 11:54:06;06/07/2020 11:54:06;06/07/2020 11:54:09;06/07/2020 11:54:08;06/07/2020 11:54:12;06/07/2020 11:54:12"
